"seq","content"
"376","금방 물컵 기록했어요."
"377","오늘 책상 환기했어요."
"378","611번 버스로 이동."
"379","100번 버스로 이동."
"380","지금 체크리스트 점검했어요."
"381","방금 알림 환기했어요."
"382","준비물 96개 점검."
"383","8월 15일 메모 완료."
"384","곧 할 일 메모했어요."
"385","준비물 22개 점검."
"386","1월 7일 일정 확인."
"387","금방 일정 기록했어요."
"388","6월 9일 일정 확인."
"389","방금 식물 정리했어요."
"390","방금 창문 점검했어요."
"391","12시 0분 알림 설정."
"392","오늘 창문 환기했어요."
"393","금방 책상 준비했어요."
"394","3월 24일 메모 완료."
"395","금방 알림 환기했어요."
"396","방금 일정 확인했어요."
"397","곧 체크리스트 준비했어요."
"398","수량 6개 확인 완료."
"399","금방 물컵 점검했어요."
"400","잠깐 책상 정리했어요."
"401","가볍게 노트 마무리했어요."
"402","가볍게 창문 환기했어요."
"403","방금 알림 마무리했어요."
"404","조용히 식물 점검했어요."
"405","곧 체크리스트 시작했어요."
"406","천천히 체크리스트 확인했어요."
"407","627번 버스 대기 중."
"408","금방 책상 점검했어요."
"409","가볍게 창문 메모했어요."
"410","지금 창문 정리했어요."
"411","지금 책상 준비했어요."
"412","천천히 체크리스트 기록했어요."
"413","지금 알림 메모했어요."
"414","가볍게 책상 준비했어요."
"415","천천히 일정 완료했어요."
"416","가볍게 노트 정리했어요."
"417","금방 파일 확인했어요."
"418","오늘 물컵 시작했어요."
"419","아까 노트 정리했어요."
"420","곧 알림 점검했어요."
"421","아까 파일 준비했어요."
"422","잠깐 창문 시작했어요."
"423","잠깐 파일 정리했어요."
"424","금방 식물 점검했어요."
"425","방금 책상 점검했어요."
"426","아까 할 일 준비했어요."
"427","지금 책상 확인했어요."
"428","아까 물컵 환기했어요."
"429","지금 식물 환기했어요."
"430","곧 알림 확인했어요."
"431","방금 창문 기록했어요."
"432","방금 파일 점검했어요."
"433","방금 책상 정리했어요."
"434","가볍게 할 일 준비했어요."
"435","금방 파일 메모했어요."
"436","준비물 35개 점검."
"437","지금 식물 시작했어요."
"438","가볍게 물컵 정리했어요."
"439","방금 노트 정리했어요."
"440","11월 23일 일정 확인."
"441","천천히 체크리스트 시작했어요."
"442","조용히 할 일 점검했어요."
"443","지금 책상 기록했어요."
"444","금방 물컵 시작했어요."
"445","8월 4일 일정 확인."
"446","준비물 80개 점검."
"447","362번 버스로 이동."
"448","조용히 알림 마무리했어요."
"449","방금 일정 완료했어요."
"450","아까 체크리스트 환기했어요."
"451","7월 12일 일정 확인."
"452","오늘 파일 점검했어요."
"453","지금 일정 준비했어요."
"454","가볍게 체크리스트 시작했어요."
"455","461번 버스 대기 중."
"456","아까 알림 확인했어요."
"457","곧 창문 기록했어요."
"458","곧 물컵 정리했어요."
"459","준비물 83개 점검."
"460","오늘 창문 마무리했어요."
"461","준비물 21개 점검."
"462","잠깐 물컵 완료했어요."
"463","천천히 창문 메모했어요."
"464","금방 노트 메모했어요."
"465","조용히 체크리스트 정리했어요."
"466","아까 책상 마무리했어요."
"467","아까 식물 마무리했어요."
"468","방금 알림 시작했어요."
"469","아까 일정 마무리했어요."
"470","아까 할 일 환기했어요."
"471","곧 파일 환기했어요."
"472","조용히 알림 환기했어요."
"473","잠깐 일정 시작했어요."
"474","714번 버스로 이동."
"475","금방 알림 준비했어요."
"476","조용히 식물 기록했어요."
"477","방금 알림 메모했어요."
"478","아까 체크리스트 시작했어요."
"479","곧 알림 마무리했어요."
"480","지금 할 일 시작했어요."
"481","23시 30분 알림 설정."
"482","아까 노트 완료했어요."
"483","가볍게 할 일 시작했어요."
"484","오늘 식물 확인했어요."
"485","곧 파일 시작했어요."
"486","가볍게 식물 메모했어요."
"487","현재 22시 47분 기록."
"488","8월 19일 일정 확인."
"489","준비물 41개 점검."
"490","오늘 체크리스트 메모했어요."
"491","지금 책상 완료했어요."
"492","791번 버스로 이동."
"493","조용히 파일 점검했어요."
"494","오늘 일정 시작했어요."
"495","아까 일정 정리했어요."
"496","가볍게 노트 준비했어요."
"497","오늘 할 일 마무리했어요."
"498","조용히 책상 정리했어요."
"499","오늘 체크리스트 완료했어요."
"500","금방 파일 점검했어요."
"501","천천히 일정 기록했어요."
"502","429번 버스 대기 중."
"503","713번 버스 대기 중."
"504","조용히 알림 메모했어요."
"505","금방 물컵 확인했어요."
"506","방금 노트 기록했어요."
"507","잠깐 할 일 환기했어요."
"508","잠깐 물컵 마무리했어요."
"509","곧 파일 메모했어요."
"510","천천히 노트 확인했어요."
"511","5월 8일 일정 확인."
"512","가볍게 책상 정리했어요."
"513","잠깐 식물 확인했어요."
"514","가볍게 할 일 점검했어요."
"515","오늘 식물 마무리했어요."
"516","금방 물컵 메모했어요."
"517","가볍게 체크리스트 기록했어요."
"518","오늘 일정 메모했어요."
"519","곧 일정 환기했어요."
"520","천천히 일정 환기했어요."
"521","곧 책상 점검했어요."
"522","방금 창문 확인했어요."
"523","14시 54분 알림 설정."
"524","금방 알림 정리했어요."
"525","조용히 체크리스트 점검했어요."
"526","곧 할 일 시작했어요."
"527","가볍게 식물 기록했어요."
"528","방금 물컵 기록했어요."
"529","가볍게 할 일 확인했어요."
"530","천천히 식물 메모했어요."
"531","금방 알림 기록했어요."
"532","지금 체크리스트 기록했어요."
"533","2월 7일 메모 완료."
"534","아까 물컵 시작했어요."
"535","방금 알림 정리했어요."
"536","방금 책상 기록했어요."
"537","천천히 할 일 기록했어요."
"538","오늘 알림 기록했어요."
"539","금방 노트 완료했어요."
"540","오늘 책상 시작했어요."
"541","곧 일정 확인했어요."
"542","금방 할 일 기록했어요."
"543","가볍게 창문 준비했어요."
"544","잠깐 식물 정리했어요."
"545","12월 24일 일정 확인."
"546","곧 책상 환기했어요."
"547","금방 식물 마무리했어요."
"548","방금 노트 완료했어요."
"549","아까 노트 마무리했어요."
"550","310번 버스로 이동."
"551","994번 버스 대기 중."
"552","방금 창문 마무리했어요."
"553","금방 할 일 정리했어요."
"554","곧 식물 메모했어요."
"555","2월 6일 메모 완료."
"556","가볍게 알림 시작했어요."
"557","금방 창문 마무리했어요."
"558","아까 창문 시작했어요."
"559","곧 식물 시작했어요."
"560","천천히 책상 기록했어요."
"561","8월 8일 일정 확인."
"562","오늘 일정 점검했어요."
"563","574번 버스 대기 중."
"564","지금 노트 점검했어요."
"565","오늘 물컵 기록했어요."
"566","아까 식물 준비했어요."
"567","오늘 파일 완료했어요."
"568","아까 물컵 준비했어요."
"569","오늘 일정 환기했어요."
"570","금방 식물 시작했어요."
"571","아까 파일 메모했어요."
"572","566번 버스로 이동."
"573","수량 49개 확인 완료."
"574","오늘 책상 준비했어요."
"575","가볍게 체크리스트 확인했어요."
"576","지금 책상 점검했어요."
"577","오늘 알림 시작했어요."
"578","지금 할 일 마무리했어요."
"579","아까 할 일 확인했어요."
"580","지금 책상 환기했어요."
"581","현재 12시 42분 기록."
"582","잠깐 창문 환기했어요."
"583","14시 2분 알림 설정."
"584","곧 노트 준비했어요."
"585","아까 알림 정리했어요."
"586","764번 버스 대기 중."
"587","준비물 69개 점검."
"588","11월 7일 메모 완료."
"589","조용히 파일 기록했어요."
"590","가볍게 노트 환기했어요."
"591","오늘 체크리스트 환기했어요."
"592","잠깐 노트 점검했어요."
"593","잠깐 할 일 확인했어요."
"594","2월 18일 일정 확인."
"595","천천히 식물 정리했어요."
"596","287번 버스 대기 중."
"597","6월 9일 메모 완료."
"598","수량 33개 확인 완료."
"599","잠깐 알림 마무리했어요."
"600","아까 물컵 기록했어요."
"601","현재 17시 8분 기록."
"602","지금 물컵 환기했어요."
"603","현재 6시 9분 기록."
"604","10월 27일 메모 완료."
"605","잠깐 책상 마무리했어요."
"606","현재 8시 48분 기록."
"607","곧 할 일 정리했어요."
"608","가볍게 할 일 환기했어요."
"609","방금 파일 시작했어요."
"610","561번 버스 대기 중."
"611","오늘 일정 준비했어요."
"612","천천히 할 일 확인했어요."
"613","방금 식물 완료했어요."
"614","곧 알림 기록했어요."
"615","곧 식물 정리했어요."
"616","아까 할 일 메모했어요."
"617","지금 노트 기록했어요."
"618","가볍게 물컵 확인했어요."
"619","948번 버스로 이동."
"620","조용히 식물 시작했어요."
"621","아까 파일 완료했어요."
"622","지금 파일 정리했어요."
"623","곧 노트 환기했어요."
"624","조용히 일정 완료했어요."
"625","방금 할 일 기록했어요."
"626","조용히 일정 기록했어요."
"627","현재 10시 6분 기록."
"628","898번 버스 대기 중."
"629","아까 파일 확인했어요."
"630","곧 책상 정리했어요."
"631","가볍게 노트 점검했어요."
"632","현재 21시 56분 기록."
"633","조용히 체크리스트 완료했어요."
"634","잠깐 창문 정리했어요."
"635","천천히 파일 준비했어요."
"636","오늘 물컵 환기했어요."
"637","628번 버스 대기 중."
"638","잠깐 식물 준비했어요."
"639","아까 체크리스트 준비했어요."
"640","금방 창문 준비했어요."
"641","잠깐 물컵 기록했어요."
"642","가볍게 식물 점검했어요."
"643","천천히 일정 준비했어요."
"644","지금 할 일 완료했어요."
"645","오늘 노트 준비했어요."
"646","아까 체크리스트 마무리했어요."
"647","오늘 파일 마무리했어요."
"648","7월 15일 메모 완료."
"649","가볍게 물컵 기록했어요."
"650","곧 알림 시작했어요."
"651","961번 버스 대기 중."
"652","방금 책상 시작했어요."
"653","천천히 노트 메모했어요."
"654","지금 할 일 정리했어요."
"655","10월 26일 일정 확인."
"656","오늘 식물 환기했어요."
"657","조용히 노트 기록했어요."
"658","수량 90개 확인 완료."
"659","조용히 파일 환기했어요."
"660","9시 49분 알림 설정."
"661","아까 일정 점검했어요."
"662","곧 노트 시작했어요."
"663","방금 알림 점검했어요."
"664","7월 17일 일정 확인."
"665","곧 파일 완료했어요."
"666","방금 식물 확인했어요."
"667","아까 일정 준비했어요."
"668","조용히 할 일 완료했어요."
"669","방금 체크리스트 메모했어요."
"670","방금 체크리스트 기록했어요."
"671","금방 책상 완료했어요."
"672","준비물 50개 점검."
"673","조용히 창문 시작했어요."
"674","19시 6분 알림 설정."
"675","3월 1일 메모 완료."
"676","곧 물컵 메모했어요."
"677","금방 파일 마무리했어요."
"678","7월 9일 메모 완료."
"679","565번 버스 대기 중."
"680","곧 알림 환기했어요."
"681","11월 10일 메모 완료."
"682","조용히 할 일 정리했어요."
"683","5월 15일 메모 완료."
"684","조용히 일정 메모했어요."
"685","조용히 물컵 확인했어요."
"686","오늘 알림 마무리했어요."
"687","559번 버스로 이동."
"688","방금 파일 준비했어요."
"689","방금 체크리스트 환기했어요."
"690","준비물 76개 점검."
"691","조용히 일정 준비했어요."
"692","3월 6일 메모 완료."
"693","아까 노트 점검했어요."
"694","아까 체크리스트 점검했어요."
"695","수량 36개 확인 완료."
"696","금방 책상 기록했어요."
"697","758번 버스로 이동."
"698","현재 9시 7분 기록."
"699","지금 책상 메모했어요."
"700","오늘 책상 점검했어요."
"701","조용히 체크리스트 마무리했어요."
"702","천천히 할 일 환기했어요."
"703","준비물 66개 점검."
"704","8월 2일 일정 확인."
"705","금방 체크리스트 준비했어요."
"706","천천히 알림 준비했어요."
"707","가볍게 일정 시작했어요."
"708","조용히 알림 시작했어요."
"709","지금 물컵 기록했어요."
"710","12시 56분 알림 설정."
"711","곧 식물 완료했어요."
"712","370번 버스 대기 중."
"713","오늘 책상 마무리했어요."
"714","조용히 할 일 기록했어요."
"715","잠깐 책상 확인했어요."
"716","천천히 파일 시작했어요."
"717","현재 6시 23분 기록."
"718","곧 체크리스트 마무리했어요."
"719","가볍게 물컵 점검했어요."
"720","천천히 체크리스트 환기했어요."
"721","1월 1일 메모 완료."
"722","잠깐 알림 확인했어요."
"723","금방 할 일 환기했어요."
"724","지금 노트 완료했어요."
"725","곧 파일 확인했어요."
"726","지금 알림 시작했어요."
"727","21번 버스로 이동."
"728","잠깐 책상 기록했어요."
"729","잠깐 알림 시작했어요."
"730","천천히 창문 확인했어요."
"731","천천히 책상 시작했어요."
"732","금방 할 일 점검했어요."
"733","잠깐 체크리스트 환기했어요."
"734","준비물 71개 점검."
"735","오늘 할 일 완료했어요."
"736","아까 노트 기록했어요."
"737","방금 식물 메모했어요."
"738","곧 파일 기록했어요."
"739","금방 할 일 마무리했어요."
"740","금방 식물 정리했어요."
"741","곧 식물 점검했어요."
"742","방금 식물 기록했어요."
"743","곧 물컵 확인했어요."
"744","2월 25일 일정 확인."
"745","준비물 56개 점검."
"746","가볍게 노트 완료했어요."
"747","천천히 파일 환기했어요."
"748","금방 파일 환기했어요."
"749","천천히 식물 기록했어요."
"750","곧 물컵 시작했어요."
"751","12월 23일 일정 확인."
"752","방금 노트 메모했어요."
"753","1월 25일 일정 확인."
"754","곧 창문 마무리했어요."
"755","잠깐 식물 마무리했어요."
"756","가볍게 체크리스트 환기했어요."
"757","아까 체크리스트 확인했어요."
"758","금방 알림 완료했어요."
"759","수량 48개 확인 완료."
"760","지금 식물 점검했어요."
"761","준비물 95개 점검."
"762","오늘 체크리스트 시작했어요."
"763","17시 7분 알림 설정."
"764","금방 일정 점검했어요."
"765","곧 파일 마무리했어요."
"766","방금 체크리스트 준비했어요."
"767","방금 물컵 마무리했어요."
"768","지금 할 일 점검했어요."
"769","지금 물컵 정리했어요."
"770","18시 12분 알림 설정."
"771","곧 일정 기록했어요."
"772","9월 26일 메모 완료."
"773","가볍게 파일 점검했어요."
"774","방금 일정 메모했어요."
"775","가볍게 창문 시작했어요."
"776","아까 할 일 시작했어요."
"777","준비물 93개 점검."
"778","수량 52개 확인 완료."
"779","아까 물컵 마무리했어요."
"780","잠깐 알림 정리했어요."
"781","수량 51개 확인 완료."
"782","천천히 물컵 마무리했어요."
"783","천천히 알림 마무리했어요."
"784","지금 식물 준비했어요."
"785","959번 버스로 이동."
"786","방금 식물 마무리했어요."
"787","조용히 식물 준비했어요."
"788","11시 31분 알림 설정."
"789","준비물 59개 점검."
"790","천천히 체크리스트 점검했어요."
"791","곧 식물 마무리했어요."
"792","방금 책상 환기했어요."
"793","아까 물컵 정리했어요."
"794","오늘 할 일 환기했어요."
"795","현재 8시 54분 기록."
"796","오늘 책상 메모했어요."
"797","아까 알림 점검했어요."
"798","926번 버스로 이동."
"799","9시 58분 알림 설정."
"800","금방 노트 기록했어요."
"801","곧 창문 정리했어요."
"802","조용히 창문 마무리했어요."
"803","9시 36분 알림 설정."
"804","오늘 일정 정리했어요."
"805","천천히 노트 완료했어요."
"806","오늘 노트 점검했어요."
"807","조용히 할 일 준비했어요."
"808","가볍게 체크리스트 준비했어요."
"809","지금 창문 환기했어요."
"810","지금 체크리스트 정리했어요."
"811","지금 체크리스트 확인했어요."
"812","현재 22시 58분 기록."
"813","오늘 알림 점검했어요."
"814","9월 4일 일정 확인."
"815","천천히 창문 시작했어요."
"816","금방 체크리스트 마무리했어요."
"817","곧 알림 완료했어요."
"818","수량 96개 확인 완료."
"819","천천히 할 일 준비했어요."
"820","수량 98개 확인 완료."
"821","방금 할 일 점검했어요."
"822","곧 식물 확인했어요."
"823","곧 할 일 완료했어요."
"824","방금 책상 마무리했어요."
"825","아까 책상 메모했어요."
"826","669번 버스로 이동."
"827","가볍게 할 일 정리했어요."
"828","2월 16일 일정 확인."
"829","금방 파일 시작했어요."
"830","오늘 책상 확인했어요."
"831","지금 노트 확인했어요."
"832","잠깐 식물 완료했어요."
"833","금방 식물 완료했어요."
"834","지금 알림 확인했어요."
"835","지금 창문 점검했어요."
"836","630번 버스로 이동."
"837","6시 57분 알림 설정."
"838","방금 일정 마무리했어요."
"839","잠깐 책상 준비했어요."
"840","11월 28일 메모 완료."
"841","천천히 노트 시작했어요."
"842","오늘 물컵 정리했어요."
"843","천천히 노트 준비했어요."
"844","천천히 물컵 확인했어요."
"845","잠깐 노트 확인했어요."
"846","지금 일정 확인했어요."
"847","가볍게 일정 점검했어요."
"848","곧 책상 완료했어요."
"849","아까 체크리스트 기록했어요."
"850","천천히 알림 환기했어요."
"851","잠깐 물컵 메모했어요."
"852","현재 7시 37분 기록."
"853","2월 20일 메모 완료."
"854","방금 체크리스트 마무리했어요."
"855","잠깐 책상 시작했어요."
"856","준비물 18개 점검."
"857","준비물 94개 점검."
"858","6시 55분 알림 설정."
"859","조용히 식물 정리했어요."
"860","수량 23개 확인 완료."
"861","잠깐 체크리스트 확인했어요."
"862","45번 버스로 이동."
"863","현재 7시 35분 기록."
"864","9월 2일 메모 완료."
"865","지금 창문 확인했어요."
"866","금방 창문 환기했어요."
"867","4월 7일 메모 완료."
"868","7월 19일 일정 확인."
"869","방금 노트 시작했어요."
"870","금방 노트 확인했어요."
"871","조용히 책상 환기했어요."
"872","아까 알림 완료했어요."
"873","곧 창문 완료했어요."
"874","수량 45개 확인 완료."
"875","준비물 2개 점검."
"876","금방 할 일 메모했어요."
"877","곧 책상 확인했어요."
"878","지금 식물 메모했어요."
"879","641번 버스 대기 중."
"880","아까 창문 확인했어요."
"881","준비물 17개 점검."
"882","천천히 창문 기록했어요."
"883","준비물 3개 점검."
"884","천천히 할 일 메모했어요."
"885","오늘 책상 기록했어요."
"886","현재 8시 23분 기록."
"887","지금 식물 마무리했어요."
"888","11월 9일 메모 완료."
"889","오늘 일정 기록했어요."
"890","지금 일정 메모했어요."
"891","지금 책상 정리했어요."
"892","가볍게 일정 정리했어요."
"893","601번 버스 대기 중."
"894","오늘 체크리스트 점검했어요."
"895","준비물 23개 점검."
"896","지금 식물 확인했어요."
"897","현재 17시 19분 기록."
"898","수량 20개 확인 완료."
"899","2월 21일 일정 확인."
"900","428번 버스로 이동."
"901","곧 체크리스트 기록했어요."
"902","지금 식물 완료했어요."
"903","지금 노트 마무리했어요."
"904","10월 4일 일정 확인."
"905","지금 알림 기록했어요."
"906","천천히 체크리스트 완료했어요."
"907","1월 7일 메모 완료."
"908","아까 창문 환기했어요."
"909","조용히 노트 메모했어요."
"910","방금 일정 정리했어요."
"911","아까 책상 준비했어요."
"912","547번 버스로 이동."
"913","수량 86개 확인 완료."
"914","현재 23시 32분 기록."
"915","972번 버스로 이동."
"916","지금 책상 마무리했어요."
"917","지금 물컵 마무리했어요."
"918","919번 버스로 이동."
"919","잠깐 알림 환기했어요."
"920","가볍게 일정 기록했어요."
"921","금방 체크리스트 완료했어요."
"922","지금 체크리스트 마무리했어요."
"923","잠깐 노트 완료했어요."
"924","61번 버스로 이동."
"925","준비물 62개 점검."
"926","아까 책상 확인했어요."
"927","60번 버스 대기 중."
"928","339번 버스로 이동."
"929","7월 3일 일정 확인."
"930","오늘 물컵 준비했어요."
"931","지금 알림 준비했어요."
"932","준비물 20개 점검."
"933","조용히 창문 정리했어요."
"934","천천히 알림 점검했어요."
"935","방금 체크리스트 점검했어요."
"936","아까 파일 환기했어요."
"937","10시 47분 알림 설정."
"938","가볍게 체크리스트 정리했어요."
"939","오늘 알림 정리했어요."
"940","지금 일정 시작했어요."
"941","잠깐 체크리스트 준비했어요."
"942","오늘 파일 준비했어요."
"943","잠깐 노트 시작했어요."
"944","17시 51분 알림 설정."
"945","현재 6시 56분 기록."
"946","방금 일정 환기했어요."
"947","지금 알림 정리했어요."
"948","조용히 물컵 마무리했어요."
"949","7월 14일 메모 완료."
"950","7시 28분 알림 설정."
"951","금방 책상 마무리했어요."
"952","지금 일정 정리했어요."
"953","오늘 할 일 확인했어요."
"954","가볍게 일정 준비했어요."
"955","아까 식물 완료했어요."
"956","아까 체크리스트 정리했어요."
"957","수량 80개 확인 완료."
"958","지금 일정 마무리했어요."
"959","조용히 물컵 환기했어요."
"960","현재 14시 39분 기록."
"961","곧 식물 준비했어요."
"962","9월 11일 일정 확인."
"963","곧 식물 환기했어요."
"964","12월 13일 메모 완료."
"965","오늘 할 일 준비했어요."
"966","198번 버스 대기 중."
"967","조용히 물컵 정리했어요."
"968","잠깐 책상 환기했어요."
"969","잠깐 노트 마무리했어요."
"970","조용히 물컵 준비했어요."
"971","금방 식물 준비했어요."
"972","가볍게 일정 메모했어요."
"973","준비물 44개 점검."
"974","금방 체크리스트 메모했어요."
"975","9월 25일 메모 완료."
"976","가볍게 알림 준비했어요."
"977","곧 파일 정리했어요."
"978","방금 파일 환기했어요."
"979","232번 버스로 이동."
"980","방금 물컵 확인했어요."
"981","조용히 노트 시작했어요."
"982","지금 노트 메모했어요."
"983","오늘 식물 시작했어요."
"984","수량 62개 확인 완료."
"985","지금 파일 준비했어요."
"986","준비물 4개 점검."
"987","곧 할 일 기록했어요."
"988","조용히 일정 정리했어요."
"989","방금 물컵 정리했어요."
"990","잠깐 알림 기록했어요."
"991","지금 노트 시작했어요."
"992","아까 식물 시작했어요."
"993","곧 일정 정리했어요."
"994","16시 6분 알림 설정."
"995","천천히 체크리스트 메모했어요."
"996","잠깐 할 일 완료했어요."
"997","금방 물컵 완료했어요."
"998","아까 책상 정리했어요."
"999","천천히 일정 메모했어요."
"1000","수량 73개 확인 완료."
